qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs
AMP_0142,EBT48479.1,84.615,26,4,0,1,26,49,74,2.52e-07,47,92.31
AMP_0142,ECL10471.1,76.923,26,6,0,1,26,49,74,3.52e-06,44.3,84.62
AMP_0142,ECX76999.1,73.077,26,7,0,1,26,49,74,1.47e-05,43.1,84.62
AMP_0142,ECK85531.1,73.077,26,7,0,1,26,49,74,1.52e-05,42.7,84.62
AMP_0142,EBS50274.1,73.077,26,7,0,1,26,49,74,1.52e-05,42.7,84.62
AMP_0142,ECZ52483.1,73.077,26,7,0,1,26,49,74,4.52e-05,41.6,80.77
AMP_0142,ECP79417.1,69.231,26,8,0,1,26,49,74,4.83e-05,41.6,80.77
AMP_0142,EBR98219.1,73.077,26,7,0,1,26,65,90,7.52e-05,41.6,84.62
AMP_0142,EBZ37618.1,73.077,26,7,0,1,26,66,91,8.37e-05,41.2,84.62
AMP_0142,EBH00578.1,73.077,26,7,0,1,26,63,88,8.68e-05,41.2,84.62
AMP_0142,EBD10144.1,69.231,26,8,0,1,26,49,74,1.53e-04,40,84.62
AMP_0142,EBD71540.1,69.231,26,8,0,1,26,19,44,1.98e-04,39.3,76.92
AMP_0142,EBY05929.1,69.231,26,8,0,1,26,36,61,2.60e-04,39.3,84.62
AMP_0142,ECM69414.1,69.231,26,8,0,1,26,65,90,4.57e-04,39.3,84.62
AMP_0142,EBT87288.1,69.231,26,8,0,1,26,68,93,4.60e-04,39.3,84.62
AMP_0142,EBT75660.1,69.231,26,8,0,1,26,64,89,4.69e-04,38.9,84.62
AMP_0142,EBT43830.1,69.231,26,8,0,1,26,65,90,4.77e-04,38.9,84.62
AMP_0142,EBB47047.1,69.231,26,8,0,1,26,65,90,4.87e-04,38.9,84.62
AMP_0142,EBC93325.1,69.231,26,8,0,1,26,65,90,4.93e-04,38.9,84.62
AMP_0142,EBT79800.1,69.231,26,8,0,1,26,65,90,4.95e-04,38.9,84.62
AMP_0142,EBT70060.1,69.231,26,8,0,1,26,64,89,5.00e-04,38.9,84.62
AMP_0142,ECF61456.1,69.231,26,8,0,1,26,50,75,5.09e-04,38.5,84.62
AMP_0142,EBO33434.1,73.077,26,7,0,1,26,49,74,0.001,38.1,84.62
AMP_0142,EBR60348.1,69.231,26,8,0,1,26,66,91,0.001,38.1,80.77
AMP_0142,ECO55627.1,65.385,26,9,0,1,26,19,44,0.002,37,73.08
AMP_0142,ECY22019.1,65.385,26,9,0,1,26,54,79,0.004,36.6,73.08
AMP_0142,ECZ11994.1,65.385,26,9,0,1,26,84,109,0.005,36.6,76.92
AMP_0142,EBC93583.1,69.565,23,7,0,1,23,65,87,0.005,36.2,86.96
AMP_0142,EBT48840.1,65.385,26,9,0,1,26,95,120,0.006,36.6,76.92
AMP_0142,EBU34078.1,65.385,26,9,0,1,26,65,90,0.007,36.2,73.08
AMP_0142,ECY14557.1,65.385,26,9,0,1,26,59,84,0.007,35.8,73.08
AMP_0142,ECT05227.1,65.385,26,9,0,1,26,52,77,0.008,35.8,73.08
AMP_0142,EBF65396.1,65.385,26,9,0,1,26,51,76,0.009,35.8,73.08
AMP_0142,ECA40931.1,65.385,26,9,0,1,26,65,90,0.01,35.8,73.08
AMP_0142,EBD01076.1,65.385,26,9,0,1,26,22,47,0.01,35,73.08
AMP_0142,EBC93041.1,65.385,26,9,0,1,26,46,71,0.028,34.3,73.08
AMP_0142,EBC93974.1,65.385,26,9,0,1,26,44,69,0.031,33.9,73.08
AMP_0145,EBO54847.1,88.889,18,2,0,1,18,289,306,0.006,37.4,94.44
AMP_0146,MNP16307.1,43.243,37,21,0,1,37,31,67,8.76e-05,41.6,62.16
AMP_0146,MNH29087.1,43.243,37,21,0,1,37,49,85,1.23e-04,41.6,62.16
AMP_0146,MNO55635.1,40.541,37,22,0,1,37,6,42,1.24e-04,40.4,62.16
AMP_0146,CAN5763796.1,51.22,41,19,1,1,40,82,122,1.39e-04,42,65.85
AMP_0146,MCY1462583.1,47.059,34,18,0,3,36,44,77,1.40e-04,41.2,64.71
AMP_0146,MNZ21784.1,42.105,38,22,0,1,38,91,128,3.80e-04,40.8,60.53
AMP_0146,MNV96686.1,40.541,37,22,0,1,37,70,106,6.04e-04,40,62.16
AMP_0146,MNR62208.1,34.884,43,28,0,1,43,10,52,8.23e-04,38.5,53.49
AMP_0146,VFR61334.1,41.86,43,25,0,1,43,84,126,8.87e-04,39.7,58.14
AMP_0146,VFR32493.1,41.86,43,25,0,1,43,71,113,8.98e-04,39.7,58.14
AMP_0146,EBI87719.1,41.463,41,24,0,4,44,96,136,0.001,39.7,53.66
AMP_0146,CAN5777034.1,53.125,32,15,0,1,32,196,227,0.001,40.4,65.62
AMP_0146,MNC17146.1,39.474,38,23,0,1,38,91,128,0.001,39.7,60.53
AMP_0146,MNO33923.1,39.474,38,23,0,1,38,91,128,0.001,39.7,60.53
AMP_0146,MNL98883.1,39.474,38,23,0,1,38,91,128,0.002,39.3,60.53
AMP_0146,MCY1193888.1,39.474,38,23,0,1,38,91,128,0.002,39.3,60.53
AMP_0146,VFR32504.1,40.476,42,25,0,3,44,86,127,0.002,38.9,59.52
AMP_0146,MCY1181076.1,36.842,38,24,0,1,38,91,128,0.002,38.9,60.53
AMP_0146,MNJ77326.1,43.243,37,21,0,1,37,42,78,0.003,37.7,54.05
AMP_0146,CAN5704059.1,48.571,35,18,0,1,35,94,128,0.003,38.9,60
AMP_0146,MNJ78222.1,35.135,37,24,0,1,37,31,67,0.003,37.4,62.16
AMP_0146,MNJ07553.1,44.444,36,20,0,3,38,93,128,0.004,38.1,55.56
AMP_0146,EBN98509.1,47.059,34,17,1,4,36,47,80,0.006,37,67.65
AMP_0146,MNZ71873.1,44.118,34,19,0,3,36,72,105,0.006,37.4,58.82
AMP_0146,MNG84985.1,36.842,38,24,0,1,38,91,128,0.008,37.4,60.53
AMP_0146,MND30729.1,46.154,39,20,1,3,40,93,131,0.009,37.4,58.97
AMP_0146,ECY06323.1,47.059,34,17,1,4,36,92,125,0.009,37,67.65
AMP_0146,EBP28623.1,47.059,34,17,1,4,36,75,108,0.012,36.6,67.65
AMP_0146,ECX98453.1,44.118,34,18,1,4,36,94,127,0.015,36.6,67.65
AMP_0146,MOA24347.1,38.889,36,22,0,3,38,93,128,0.017,36.6,58.33
AMP_0146,MNJ47683.1,41.176,34,20,0,3,36,44,77,0.02,35.8,55.88
AMP_0146,MNG97053.1,38.889,36,22,0,3,38,93,128,0.02,36.2,55.56
AMP_0146,CAN5776477.1,41.304,46,24,2,1,44,99,143,0.039,35.8,56.52
AMP_0146,EDI33960.1,41.176,34,19,1,4,36,92,125,0.04,35.4,67.65
AMP_0148,ETJ19659.1,62.069,29,11,0,5,33,14,42,0.004,35.8,72.41
AMP_0150,MNW24877.1,64,25,9,0,5,29,1,25,4.17e-05,43.5,92
AMP_0150,ECS63796.1,69.565,23,7,0,8,30,3,25,4.40e-05,43.1,95.65
AMP_0150,CAB4600804.1,57.692,26,11,0,5,30,1,26,4.22e-04,40.8,92.31
AMP_0150,CAB4691098.1,54.167,24,11,0,7,30,6,29,0.001,39.7,91.67
AMP_0150,CAN5837621.1,63.636,22,8,0,8,29,5,26,0.001,39.3,86.36
AMP_0150,CAN5425056.1,54.167,24,11,0,7,30,4,27,0.001,39.3,83.33
AMP_0150,CAB4532250.1,52.174,23,11,0,8,30,7,29,0.002,38.9,95.65
AMP_0150,CAB4608341.1,52.174,23,11,0,8,30,7,29,0.002,38.9,95.65
AMP_0150,CAB4622653.1,63.636,22,8,0,8,29,6,27,0.002,38.5,90.91
AMP_0150,CAB4667905.1,54.545,22,10,0,9,30,8,29,0.004,37.7,95.45
AMP_0150,CAB4535061.1,50,26,13,0,4,29,2,27,0.005,37.7,80.77
AMP_0150,SVB40657.1,61.905,21,8,0,9,29,3,23,0.009,36.6,85.71
AMP_0150,CAN5874412.1,51.724,29,14,0,1,29,1,29,0.009,37,65.52
AMP_0150,MBA7526999.1,50,24,12,0,7,30,2,25,0.014,35.8,87.5
AMP_0150,ECN24463.1,50,24,12,0,5,28,112,135,0.041,35,70.83
AMP_0151,ETJ19659.1,68.966,29,9,0,4,32,13,41,0.038,33.5,75.86
AMP_0152,ETJ19659.1,70.968,31,9,0,2,32,11,41,2.28e-05,41.6,74.19
AMP_0165,CAB4920531.1,61.905,42,16,0,1,42,270,311,2.96e-11,61.6,76.19
AMP_0165,CAN5752411.1,60.976,41,16,0,2,42,261,301,1.18e-10,60.1,73.17
AMP_0165,CAB4329633.1,57.143,42,18,0,1,42,265,306,1.58e-10,59.7,76.19
AMP_0165,CAN5700615.1,51.163,43,21,0,1,43,269,311,7.31e-10,57.8,74.42
AMP_0165,MNP65281.1,53.488,43,20,0,1,43,45,87,8.87e-10,54.3,72.09
AMP_0165,CAN5385943.1,57.143,42,18,0,1,42,288,329,1.07e-09,57.4,73.81
AMP_0165,CAN5782292.1,54.762,42,19,0,2,43,13,54,2.39e-09,52.8,73.81
AMP_0165,MNW62703.1,53.488,43,20,0,1,43,89,131,2.56e-09,54.3,72.09
AMP_0165,CAB4962616.1,53.333,45,21,0,1,45,267,311,4.91e-09,55.5,66.67
AMP_0165,CAB4330350.1,51.163,43,21,0,1,43,317,359,4.93e-09,55.5,74.42
AMP_0165,CAN5799218.1,53.488,43,20,0,1,43,263,305,5.37e-09,55.5,74.42
AMP_0165,ECV20968.1,52.381,42,20,0,1,42,20,61,5.79e-09,52,71.43
AMP_0165,CAN5562499.1,56.818,44,19,0,1,44,277,320,6.27e-09,55.1,68.18
AMP_0165,CUR61441.1,53.333,45,21,0,1,45,267,311,7.45e-09,55.1,64.44
AMP_0165,CAN5501703.1,53.333,45,21,0,1,45,265,309,7.72e-09,54.7,64.44
AMP_0165,CAN5333479.1,55.556,45,20,0,1,45,267,311,9.26e-09,54.7,66.67
AMP_0165,CAB4754580.1,51.111,45,22,0,1,45,267,311,9.45e-09,54.7,64.44
AMP_0165,CAN5140233.1,53.333,45,21,0,1,45,265,309,9.80e-09,54.7,68.89
AMP_0165,MNL55402.1,57.5,40,17,0,2,41,43,82,1.06e-08,51.6,75
AMP_0165,CAB4646472.1,54.762,42,19,0,1,42,265,306,1.11e-08,54.3,76.19
AMP_0165,MNW45714.1,50,42,21,0,2,43,87,128,1.18e-08,52.4,78.57
AMP_0165,MNO42372.1,50,42,21,0,2,43,263,304,1.23e-08,54.3,78.57
AMP_0165,MNS55994.1,52.381,42,20,0,2,43,266,307,1.42e-08,54.3,71.43
AMP_0165,CAN5247156.1,55.556,45,20,0,1,45,265,309,1.55e-08,53.9,66.67
AMP_0165,CAN5827937.1,57.143,42,18,0,1,42,258,299,1.59e-08,53.9,64.29
AMP_0165,CAN5777386.1,54.545,44,20,0,2,45,281,324,1.66e-08,53.9,68.18
AMP_0165,CAN5233954.1,57.778,45,18,1,1,45,275,318,1.75e-08,53.9,68.89
AMP_0165,OIQ77356.1,53.659,41,19,0,1,41,265,305,2.19e-08,53.5,73.17
AMP_0165,GAG78190.1,41.86,43,25,0,1,43,35,77,2.28e-08,50.4,74.42
AMP_0165,VAW00080.1,52.381,42,20,0,1,42,18,59,2.39e-08,50.1,69.05
AMP_0165,CAN5617190.1,57.143,42,18,0,2,43,261,302,2.61e-08,53.5,71.43
AMP_0165,EDF93612.1,52.381,42,20,0,1,42,146,187,2.72e-08,52.8,71.43
AMP_0165,CAB4730519.1,51.111,45,22,0,1,45,267,311,2.81e-08,53.1,62.22
AMP_0165,CAN5552546.1,53.488,43,20,0,1,43,260,302,3.15e-08,53.1,69.77
AMP_0165,CAN5708743.1,52.381,42,20,0,2,43,268,309,3.19e-08,53.1,76.19
AMP_0165,CAN5797218.1,53.333,45,21,0,1,45,276,320,3.39e-08,53.1,64.44
AMP_0165,CAN5315887.1,53.333,45,21,0,1,45,267,311,3.42e-08,53.1,64.44
AMP_0165,MPM36939.1,55.556,45,20,0,1,45,265,309,3.49e-08,53.1,66.67
AMP_0165,CAN5675320.1,53.488,43,20,0,1,43,260,302,3.73e-08,52.8,69.77
AMP_0165,CAN5636906.1,52.273,44,21,0,2,45,267,310,3.92e-08,52.8,65.91
AMP_0165,CAN5479506.1,53.333,45,21,0,1,45,275,319,3.93e-08,52.8,64.44
AMP_0165,CAN5901708.1,57.143,42,18,0,1,42,265,306,4.50e-08,52.8,66.67
AMP_0165,CAN5598861.1,54.762,42,19,0,1,42,265,306,4.59e-08,52.8,69.05
AMP_0165,CAN5849166.1,51.22,41,20,0,1,41,263,303,4.90e-08,52.8,70.73
AMP_0165,CAN5760191.1,54.545,44,20,0,2,45,412,455,5.07e-08,52.8,65.91
AMP_0165,CAN5167992.1,54.762,42,19,0,1,42,264,305,5.15e-08,52.4,69.05
AMP_0165,CAN5513048.1,61.364,44,17,0,2,45,388,431,5.22e-08,52.8,70.45
AMP_0165,MNM96746.1,50,42,21,0,2,43,272,313,5.56e-08,52.4,78.57
AMP_0165,CAN5143427.1,55,40,18,0,2,41,242,281,6.27e-08,52.4,70
AMP_0165,CAN5756179.1,47.727,44,23,0,1,44,266,309,6.40e-08,52.4,75
AMP_0165,CAB4698738.1,52.381,42,20,0,1,42,265,306,6.55e-08,52.4,71.43
AMP_0165,CAB4680076.1,52.381,42,20,0,1,42,265,306,6.81e-08,52.4,71.43
AMP_0165,CAN5619460.1,54.762,42,19,0,1,42,265,306,6.88e-08,52.4,66.67
AMP_0165,CAN5419077.1,51.163,43,21,0,2,44,263,305,7.25e-08,52,72.09
AMP_0165,CAN5685892.1,51.111,45,22,0,1,45,264,308,7.37e-08,52,71.11
AMP_0165,CAN5310791.1,51.111,45,22,0,1,45,267,311,7.39e-08,52,64.44
AMP_0165,CAN5812360.1,53.333,45,21,0,1,45,273,317,8.14e-08,52,71.11
AMP_0165,CAN5899926.1,51.163,43,21,0,2,44,263,305,8.32e-08,52,72.09
AMP_0165,CAN5199013.1,55.556,45,20,0,1,45,263,307,8.37e-08,52,64.44
AMP_0165,MNF06502.1,56.757,37,16,0,5,41,46,82,9.68e-08,49.3,75.68
AMP_0165,CAN5872767.1,57.143,42,18,0,1,42,277,318,9.74e-08,51.6,64.29
AMP_0165,MMZ49589.1,51.22,41,20,0,2,42,264,304,1.06e-07,51.6,70.73
AMP_0165,CAN5167859.1,53.333,45,21,0,1,45,276,320,1.10e-07,51.6,64.44
AMP_0165,CAN5775007.1,54.762,42,19,0,1,42,260,301,1.11e-07,51.6,66.67
AMP_0165,CAN5495864.1,51.111,45,22,0,1,45,267,311,1.14e-07,51.6,64.44
AMP_0165,CAN5598057.1,53.488,43,20,0,2,44,392,434,1.32e-07,51.6,74.42
AMP_0165,CAN5290178.1,53.333,45,21,0,1,45,276,320,1.39e-07,51.2,64.44
AMP_0165,CUR54464.1,48.889,45,23,0,1,45,267,311,1.48e-07,51.2,64.44
AMP_0165,EBA97883.1,46.341,41,22,0,1,41,215,255,1.56e-07,51.2,68.29
AMP_0165,ECF59234.1,52.381,42,20,0,1,42,52,93,1.81e-07,48.9,71.43
AMP_0165,CAB4910197.1,54.762,42,19,0,1,42,264,305,2.32e-07,50.8,66.67
AMP_0165,VAW06524.1,50,40,20,0,1,40,261,300,2.33e-07,50.8,72.5
AMP_0165,ECW59767.1,45.238,42,23,0,1,42,80,121,2.34e-07,49.3,69.05
AMP_0165,CAN5450359.1,54.054,37,17,0,6,42,265,301,2.50e-07,50.4,72.97
AMP_0165,EDB39298.1,45.238,42,23,0,1,42,283,324,2.73e-07,50.4,69.05
AMP_0165,CAN5772488.1,60,40,16,0,2,41,268,307,2.74e-07,50.4,70
AMP_0165,ECO79694.1,53.659,41,19,0,1,41,28,68,3.19e-07,47.4,73.17
AMP_0165,MNE87770.1,48.837,43,22,0,1,43,61,103,3.20e-07,48.1,67.44
AMP_0165,CAN5196220.1,48.837,43,22,0,1,43,262,304,3.29e-07,50.4,67.44
AMP_0165,CAN5675125.1,48.837,43,22,0,1,43,262,304,3.33e-07,50.4,67.44
AMP_0165,CBI00538.1,53.488,43,20,0,1,43,228,270,3.37e-07,50.1,72.09
AMP_0165,CAB4846140.1,50,42,21,0,1,42,42,83,3.42e-07,47.8,78.57
AMP_0165,EBR91134.1,55,40,18,0,2,41,88,127,3.44e-07,48.9,70
AMP_0165,EBW39244.1,57.5,40,17,0,2,41,227,266,3.58e-07,50.1,70
AMP_0165,MNQ15026.1,56.757,37,16,0,5,41,316,352,3.84e-07,50.1,75.68
AMP_0165,KUG25404.1,47.222,36,19,0,6,41,255,290,3.93e-07,50.1,72.22
AMP_0165,CAN5519689.1,53.659,41,19,0,2,42,264,304,3.94e-07,50.1,68.29
AMP_0165,EBY26301.1,45.238,42,23,0,1,42,137,178,4.12e-07,49.3,69.05
AMP_0165,CAN5351833.1,51.163,43,21,0,2,44,263,305,4.46e-07,50.1,74.42
AMP_0165,CAN5876198.1,57.5,40,17,0,2,41,265,304,4.62e-07,50.1,70
AMP_0165,MNS25029.1,56.757,37,16,0,5,41,287,323,4.68e-07,50.1,75.68
AMP_0165,CAN5136468.1,57.5,40,17,0,2,41,265,304,4.75e-07,49.7,70
AMP_0165,MNX35095.1,56.757,37,16,0,5,41,283,319,4.77e-07,49.7,75.68
AMP_0165,CAN5695015.1,57.143,42,18,0,2,43,317,358,4.81e-07,49.7,69.05
AMP_0165,MMZ64807.1,48.837,43,22,0,1,43,92,134,5.11e-07,48.5,67.44
AMP_0165,CAN5142059.1,50,44,22,0,1,44,266,309,5.29e-07,49.7,70.45
AMP_0165,CAN5299851.1,50,38,19,0,6,43,268,305,5.30e-07,49.7,76.32
AMP_0165,EDC65717.1,61.29,31,12,0,1,31,256,286,5.34e-07,49.7,77.42
AMP_0165,MCY1536053.1,51.22,41,20,0,5,45,101,141,5.47e-07,48.5,68.29
AMP_0165,EBH75113.1,48.78,41,21,0,2,42,236,276,5.63e-07,49.7,65.85
AMP_0166,SVD79155.1,65.854,41,14,0,1,41,18,58,1.49e-08,51.2,70.73
AMP_0166,SVA63831.1,52.632,38,18,0,3,40,51,88,0.003,37.7,60.53
AMP_0181,SVD79155.1,67.857,28,9,0,4,31,20,47,1.03e-04,41.2,82.14
AMP_0181,SVA63831.1,67.857,28,9,0,4,31,51,78,4.60e-04,39.3,71.43
AMP_0183,MNN58390.1,62.069,29,11,0,6,34,49,77,2.59e-04,40,82.76
AMP_0183,MNE71052.1,62.069,29,11,0,6,34,49,77,4.39e-04,40,82.76
AMP_0183,MNG08340.1,62.963,27,10,0,6,32,49,75,0.002,38.1,81.48
AMP_0184,MNI64648.1,70.37,27,8,0,1,27,45,71,0.001,37.7,74.07
AMP_0184,MNN58390.1,70.37,27,8,0,1,27,45,71,0.005,36.6,74.07
AMP_0184,MNJ56419.1,70.37,27,8,0,1,27,45,71,0.006,36.6,74.07
AMP_0184,MNG08340.1,70.37,27,8,0,1,27,45,71,0.007,36.6,74.07
AMP_0184,MNE71052.1,70.37,27,8,0,1,27,45,71,0.007,36.6,74.07
AMP_0184,MNC54461.1,70.37,27,8,0,1,27,45,71,0.008,36.6,74.07
AMP_0184,ETJ19659.1,66.667,27,9,0,1,27,10,36,0.009,34.7,70.37
AMP_0184,SVC12107.1,69.565,23,7,0,1,23,10,32,0.038,33.1,73.91
AMP_0184,SUZ67153.1,69.565,23,7,0,5,27,2,24,0.038,33.1,73.91
AMP_0184,SUZ85940.1,69.565,23,7,0,5,27,2,24,0.046,32.7,78.26
AMP_0186,MNP87028.1,75,36,9,0,3,38,17,52,8.53e-11,55.8,83.33
AMP_0186,MNC78224.1,75,36,9,0,3,38,17,52,8.62e-11,55.8,83.33
AMP_0186,MNW52899.1,75,36,9,0,3,38,47,82,1.43e-10,55.8,83.33
AMP_0186,MNH11737.1,72.222,36,10,0,3,38,105,140,2.83e-10,56.6,83.33
AMP_0186,MNW19803.1,75,36,9,0,3,38,17,52,3.56e-10,54.3,83.33
AMP_0186,MNW40672.1,77.778,36,8,0,3,38,145,180,3.69e-10,57,83.33
AMP_0186,MNY08489.1,77.778,36,8,0,3,38,57,92,3.98e-10,55.1,83.33
AMP_0186,MNT96355.1,77.778,36,8,0,3,38,39,74,4.04e-10,54.7,83.33
AMP_0186,MNG25507.1,77.778,36,8,0,3,38,78,113,4.16e-10,55.5,83.33
AMP_0186,MNI25876.1,77.778,36,8,0,3,38,78,113,4.39e-10,55.5,83.33
AMP_0186,MNQ54796.1,77.778,36,8,0,3,38,39,74,4.56e-10,54.3,83.33
AMP_0186,MOA05437.1,75,36,9,0,3,38,149,184,4.66e-10,56.6,86.11
AMP_0186,MNZ88128.1,77.778,36,8,0,3,38,241,276,5.68e-10,57.4,83.33
AMP_0186,MNC00929.1,77.778,36,8,0,3,38,241,276,5.79e-10,57.4,83.33
AMP_0186,MNV13395.1,77.778,36,8,0,3,38,241,276,5.79e-10,57.4,83.33
AMP_0186,MNI18646.1,77.778,36,8,0,3,38,241,276,5.85e-10,57.4,83.33
AMP_0186,MNO90647.1,77.778,36,8,0,3,38,241,276,5.85e-10,57.4,83.33
AMP_0186,MMZ64601.1,75,36,9,0,3,38,88,123,5.96e-10,55.5,83.33
AMP_0186,MMZ49728.1,77.778,36,8,0,3,38,241,276,8.50e-10,57,83.33
AMP_0186,MNO20885.1,75,36,9,0,3,38,241,276,9.21e-10,57,83.33
AMP_0186,MNI59789.1,75,36,9,0,3,38,149,184,1.01e-09,55.8,83.33
AMP_0186,MNJ39139.1,75,36,9,0,3,38,241,276,1.02e-09,57,83.33
AMP_0186,MNW33801.1,77.778,36,8,0,3,38,241,276,1.06e-09,56.6,83.33
AMP_0186,MNB67166.1,75,36,9,0,3,38,241,276,1.83e-09,56.2,83.33
AMP_0186,MPM01447.1,72.222,36,10,0,3,38,241,276,2.47e-09,55.8,86.11
AMP_0186,MNM62234.1,75,36,9,0,3,38,241,276,2.57e-09,55.8,83.33
AMP_0186,MNI24644.1,75,36,9,0,3,38,241,276,2.62e-09,55.8,83.33
AMP_0186,MNK64197.1,75,36,9,0,3,38,241,276,2.68e-09,55.8,83.33
AMP_0186,MND91331.1,75,36,9,0,3,38,241,276,2.81e-09,55.5,83.33
AMP_0186,ETJ33613.1,63.889,36,13,0,3,38,14,49,6.90e-09,50.8,83.33
AMP_0186,MPM28896.1,73.529,34,9,0,3,36,241,274,7.40e-09,54.3,88.24
AMP_0186,ETJ21613.1,75,36,9,0,3,38,241,276,7.55e-09,54.3,77.78
AMP_0186,KAF5072616.1,65.714,35,12,0,3,37,241,275,8.54e-08,51.6,77.14
AMP_0186,MMZ50266.1,63.889,36,13,0,3,38,241,276,9.74e-08,51.2,80.56
AMP_0186,MNI59549.1,61.111,36,14,0,3,38,168,203,1.86e-07,50.1,75
AMP_0186,KAF5090424.1,63.889,36,13,0,3,38,241,276,2.74e-07,50.1,75
AMP_0186,MPM47451.1,62.857,35,13,0,3,37,96,130,3.80e-07,48.1,71.43
AMP_0186,EDI67037.1,61.111,36,14,0,1,36,249,284,5.81e-07,49.3,72.22
AMP_0186,EKC66533.1,62.857,35,13,0,3,37,71,105,6.31e-07,47.4,71.43
AMP_0186,MPM49651.1,60,35,14,0,3,37,77,111,1.07e-06,46.6,71.43
AMP_0186,MPM89026.1,62.5,32,12,0,3,34,241,272,1.26e-06,48.1,81.25
AMP_0186,MPM69800.1,63.889,36,13,0,3,38,241,276,1.63e-06,47.8,69.44
AMP_0186,EKC66588.1,60,35,14,0,3,37,225,259,1.85e-06,47.8,74.29
AMP_0186,MNI44824.1,51.351,37,18,0,1,37,26,62,2.85e-06,44.7,72.97
AMP_0186,ECL80526.1,58.333,36,15,0,3,38,105,140,4.01e-06,45.8,72.22
AMP_0186,EKC43277.1,57.143,35,15,0,3,37,40,74,4.09e-06,44.7,68.57
AMP_0186,EBB68157.1,58.333,36,15,0,3,38,111,146,4.27e-06,45.8,72.22
AMP_0186,MPN50233.1,60,35,14,0,3,37,110,144,4.59e-06,45.8,74.29
AMP_0186,EBY02510.1,58.333,36,15,0,3,38,146,181,4.66e-06,46.2,72.22
AMP_0186,MPM82794.1,58.333,36,15,0,1,36,161,196,4.74e-06,46.2,77.78
AMP_0186,MPM12773.1,69.444,36,10,1,3,38,241,275,4.95e-06,46.6,83.33
AMP_0186,EJX02336.1,60,35,14,0,3,37,127,161,5.19e-06,45.8,71.43
AMP_0186,EJW93873.1,60,35,14,0,3,37,17,51,5.34e-06,43.5,71.43
AMP_0186,EDA62526.1,58.333,36,15,0,3,38,220,255,5.67e-06,46.2,72.22
AMP_0186,EKC46494.1,58.824,34,14,0,3,36,124,157,5.88e-06,45.8,70.59
AMP_0186,EJX03486.1,56.25,32,14,0,3,34,60,91,6.34e-06,44.3,75
AMP_0186,ECU93710.1,58.333,36,15,0,3,38,241,276,6.87e-06,46.2,72.22
AMP_0186,EDB31279.1,58.333,36,15,0,3,38,241,276,6.87e-06,46.2,72.22
AMP_0186,ECV37958.1,58.333,36,15,0,3,38,241,276,7.14e-06,46.2,72.22
AMP_0186,EKC74536.1,64.706,34,12,0,3,36,133,166,7.31e-06,45.4,67.65
AMP_0186,KAF5053562.1,60,35,14,0,3,37,241,275,7.37e-06,46.2,74.29
AMP_0186,EKC45463.1,62.857,35,12,1,3,37,241,274,7.73e-06,46.2,77.14
AMP_0186,MPM16126.1,55.556,36,16,0,3,38,241,276,7.89e-06,45.8,72.22
AMP_0186,MBA7714285.1,51.515,33,16,0,6,38,91,123,1.24e-05,44.3,84.85
AMP_0186,MNM37134.1,55.882,34,15,0,3,36,241,274,1.35e-05,45.4,76.47
AMP_0186,MPL79381.1,63.889,36,12,1,3,38,241,275,1.41e-05,45.4,77.78
AMP_0186,EBZ70232.1,52.778,36,17,0,1,36,50,85,1.42e-05,43.5,77.78
AMP_0186,MPN53305.1,55.882,34,15,0,5,38,19,52,1.60e-05,42.4,73.53
AMP_0186,MNY67623.1,67.742,31,9,1,6,36,60,89,1.82e-05,43.1,87.1
AMP_0186,MPM53648.1,54.286,35,16,0,3,37,242,276,1.87e-05,45.1,74.29
AMP_0186,ECG33627.1,64.516,31,11,0,3,33,42,72,1.88e-05,43.1,74.19
AMP_0186,ECM57035.1,65.625,32,11,0,7,38,81,112,1.94e-05,43.5,78.12
AMP_0186,KKM70334.1,60.606,33,13,0,6,38,243,275,2.23e-05,44.7,78.79
AMP_0186,ECH01678.1,62.5,32,12,0,3,34,242,273,2.29e-05,44.7,71.88
AMP_0186,GAI15548.1,51.515,33,16,0,6,38,154,186,2.64e-05,44.3,84.85
AMP_0186,MBA7510598.1,51.515,33,16,0,6,38,244,276,2.79e-05,44.3,84.85
AMP_0186,ECA68232.1,61.29,31,12,0,3,33,17,47,2.91e-05,42,70.97
AMP_0186,MND04915.1,60.606,33,12,1,6,38,24,55,3.08e-05,42,84.85
AMP_0186,EBM69723.1,52.778,36,17,0,3,38,243,278,3.33e-05,44.3,72.22
AMP_0186,EDA71128.1,52.778,36,17,0,3,38,243,278,3.36e-05,44.3,72.22
AMP_0186,ECV86437.1,52.778,36,17,0,3,38,243,278,3.39e-05,44.3,72.22
AMP_0186,ECV00082.1,52.778,36,17,0,3,38,243,278,3.43e-05,44.3,72.22
AMP_0186,ECE10804.1,61.29,31,12,0,3,33,58,88,4.24e-05,42.4,70.97
AMP_0186,MND00070.1,64.516,31,10,1,6,36,19,48,4.29e-05,41.2,87.1
AMP_0186,EDI02340.1,58.824,34,14,0,3,36,77,110,4.89e-05,42.4,73.53
AMP_0186,ECD63678.1,52.778,36,17,0,3,38,17,52,5.37e-05,41.2,69.44
AMP_0186,ECR84347.1,61.29,31,12,0,3,33,88,118,6.21e-05,42.7,70.97
AMP_0186,ECF61571.1,61.29,31,12,0,3,33,88,118,6.27e-05,42.7,70.97
